antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Consequent_Margin_EUR,Expected_Value_Per_1k_EUR
Chips,Eggs,0.05,0.2,0.03,0.6,2.9999999999999996,1.0,0.019999999999999997,2.0,0.7017543859649122,0.13636363636363635,0.49999999999999994,0.375,0.9,540.0
Chips,Eggs,0.05,0.13,0.03,0.6,4.615384615384615,1.0,0.0235,2.175,0.824561403508772,0.2,0.5402298850574713,0.41538461538461535,0.9,540.0
Milk,Butter,0.04,0.32,0.03,0.75,2.34375,1.0,0.0172,2.7199999999999998,0.5972222222222222,0.09090909090909091,0.6323529411764707,0.421875,0.7,525.0
Milk,Butter,0.04,0.32,0.03,0.75,2.34375,1.0,0.0172,2.7199999999999998,0.5972222222222222,0.09090909090909091,0.6323529411764707,0.421875,0.7,525.0
Baby Wipes,Diapers,0.36,0.04,0.04,0.11111111111111112,2.777777777777778,1.0,0.0256,1.08,1.0,0.11111111111111112,0.0740740740740741,0.5555555555555556,4.5,500.0
Eggs,Milk,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.5,500.0
Eggs,Milk,0.03,0.25,0.03,1.0,4.0,1.0,0.0225,inf,0.7731958762886598,0.12,1.0,0.56,0.5,500.0
Bread,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Chips,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Eggs,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Chips,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Eggs,Milk,0.03,0.25,0.03,1.0,4.0,1.0,0.0225,inf,0.7731958762886598,0.12,1.0,0.56,0.5,500.0
Eggs,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Chips,Milk,0.03,0.12,0.03,1.0,8.333333333333334,1.0,0.0264,inf,0.9072164948453609,0.25,1.0,0.625,0.5,500.0
Eggs,Milk,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.5,500.0
Chips,Milk,0.03,0.26,0.03,1.0,3.846153846153846,1.0,0.022199999999999998,inf,0.7628865979381443,0.11538461538461538,1.0,0.5576923076923077,0.5,500.0
Eggs,Milk,0.03,0.32,0.03,1.0,3.125,1.0,0.0204,inf,0.7010309278350516,0.09375000000000001,1.0,0.546875,0.5,500.0
Baby Wipes,Diapers,0.36,0.08,0.04,0.11111111111111112,1.388888888888889,1.0,0.011200000000000002,1.0350000000000001,0.43750000000000006,0.09999999999999999,0.03381642512077295,0.3055555555555556,4.5,500.0
Chips,Milk,0.03,0.12,0.03,1.0,8.333333333333334,1.0,0.0264,inf,0.9072164948453609,0.25,1.0,0.625,0.5,500.0
Bread,Milk,0.03,0.12,0.03,1.0,8.333333333333334,1.0,0.0264,inf,0.9072164948453609,0.25,1.0,0.625,0.5,500.0
Baby Wipes,Diapers,0.36,0.05,0.04,0.11111111111111112,2.2222222222222223,1.0,0.022000000000000002,1.06875,0.859375,0.10810810810810811,0.06432748538011697,0.45555555555555555,4.5,500.0
Baby Wipes,Diapers,0.36,0.04,0.04,0.11111111111111112,2.777777777777778,1.0,0.0256,1.08,1.0,0.11111111111111112,0.0740740740740741,0.5555555555555556,4.5,500.0
Eggs,Milk,0.12,0.32,0.12,1.0,3.125,1.0,0.0816,inf,0.7727272727272728,0.375,1.0,0.6875,0.5,500.0
Milk,Bread,0.32,0.5,0.26,0.8125,1.625,1.0,0.1,2.6666666666666665,0.5656108597285069,0.46428571428571425,0.625,0.66625,0.6,487.5
Butter,Bread,0.32,0.5,0.26,0.8125,1.625,1.0,0.1,2.6666666666666665,0.5656108597285069,0.46428571428571425,0.625,0.66625,0.6,487.5
Butter,Milk,0.26,0.32,0.25,0.9615384615384615,3.004807692307692,1.0,0.1668,17.67999999999996,0.9016216216216216,0.7575757575757575,0.9434389140271492,0.8713942307692307,0.5,480.77
Butter,Bread,0.05,0.5,0.04,0.7999999999999999,1.5999999999999999,1.0,0.015,2.499999999999999,0.39473684210526316,0.0784313725490196,0.5999999999999999,0.43999999999999995,0.6,480.0
Butter,Bread,0.05,0.5,0.04,0.7999999999999999,1.5999999999999999,1.0,0.015,2.499999999999999,0.39473684210526316,0.0784313725490196,0.5999999999999999,0.43999999999999995,0.6,480.0
Eggs,Milk,0.13,0.32,0.12,0.923076923076923,2.8846153846153846,1.0,0.0784,8.839999999999993,0.7509578544061303,0.3636363636363636,0.8868778280542987,0.6490384615384615,0.5,461.54
Eggs,Milk,0.13,0.26,0.12,0.923076923076923,3.550295857988165,1.0,0.0862,9.619999999999992,0.8256704980842913,0.4444444444444444,0.8960498960498959,0.6923076923076923,0.5,461.54
Eggs,Butter,0.2,0.32,0.13,0.65,2.03125,1.0,0.066,1.9428571428571428,0.6346153846153846,0.3333333333333333,0.4852941176470589,0.528125,0.7,455.0
Eggs,Bread,0.2,0.5,0.15,0.7499999999999999,1.4999999999999998,1.0,0.04999999999999999,1.9999999999999991,0.4166666666666666,0.27272727272727276,0.4999999999999998,0.5249999999999999,0.6,450.0
Milk,Eggs,0.25,0.2,0.12,0.48,2.4,1.0,0.06999999999999999,1.5384615384615385,0.7777777777777777,0.3636363636363636,0.3499999999999999,0.54,0.9,432.0
Milk,Eggs,0.25,0.2,0.12,0.48,2.4,1.0,0.06999999999999999,1.5384615384615385,0.7777777777777777,0.3636363636363636,0.3499999999999999,0.54,0.9,432.0
Milk,Eggs,0.25,0.15,0.12,0.48,3.2,1.0,0.08249999999999999,1.6346153846153846,0.9166666666666666,0.4285714285714285,0.388235294117647,0.64,0.9,432.0
Eggs,Butter,0.2,0.26,0.12,0.6,2.3076923076923075,1.0,0.06799999999999999,1.8499999999999999,0.7083333333333333,0.3529411764705882,0.45945945945945943,0.5307692307692308,0.7,420.0
Chips,Butter,0.05,0.32,0.03,0.6,1.875,1.0,0.013999999999999999,1.6999999999999997,0.49122807017543857,0.08823529411764706,0.4117647058823529,0.346875,0.7,420.0
Milk,Eggs,0.26,0.13,0.12,0.4615384615384615,3.550295857988165,1.0,0.0862,1.6157142857142854,0.9707207207207208,0.4444444444444444,0.38107869142351897,0.6923076923076923,0.9,415.38
Milk,Eggs,0.26,0.2,0.12,0.4615384615384615,2.3076923076923075,1.0,0.06799999999999999,1.4857142857142855,0.7657657657657657,0.3529411764705882,0.32692307692307687,0.5307692307692308,0.9,415.38
Butter,Eggs,0.26,0.2,0.12,0.4615384615384615,2.3076923076923075,1.0,0.06799999999999999,1.4857142857142855,0.7657657657657657,0.3529411764705882,0.32692307692307687,0.5307692307692308,0.9,415.38
Baby Wipes,Diapers,0.22,0.03,0.02,0.09090909090909091,3.0303030303030307,1.0,0.0134,1.067,0.8589743589743589,0.08695652173913043,0.06279287722586692,0.37878787878787884,4.5,409.09
Eggs,Milk,0.15,0.25,0.12,0.8,3.2,1.0,0.08249999999999999,3.750000000000001,0.8088235294117646,0.4285714285714285,0.7333333333333334,0.64,0.5,400.0
Eggs,Milk,0.15,0.32,0.12,0.8,2.5,1.0,0.072,3.4000000000000004,0.7058823529411765,0.34285714285714286,0.7058823529411766,0.5875,0.5,400.0
Chips,Bread,0.03,0.24,0.02,0.6666666666666667,2.777777777777778,1.0,0.0128,2.2800000000000007,0.6597938144329897,0.08,0.5614035087719299,0.37500000000000006,0.6,400.0
Cheese,Bread,0.03,0.5,0.02,0.6666666666666667,1.3333333333333335,1.0,0.005000000000000001,1.5000000000000004,0.2577319587628866,0.0392156862745098,0.3333333333333335,0.3533333333333334,0.6,400.0
Milk,Bread,0.06,0.5,0.04,0.6666666666666667,1.3333333333333335,1.0,0.010000000000000002,1.5000000000000004,0.2659574468085107,0.07692307692307693,0.3333333333333335,0.37333333333333335,0.6,400.0
Chips,Bread,0.03,0.5,0.02,0.6666666666666667,1.3333333333333335,1.0,0.005000000000000001,1.5000000000000004,0.2577319587628866,0.0392156862745098,0.3333333333333335,0.3533333333333334,0.6,400.0
Cheese,Bread,0.03,0.5,0.02,0.6666666666666667,1.3333333333333335,1.0,0.005000000000000001,1.5000000000000004,0.2577319587628866,0.0392156862745098,0.3333333333333335,0.3533333333333334,0.6,400.0
Milk,Bread,0.06,0.5,0.04,0.6666666666666667,1.3333333333333335,1.0,0.010000000000000002,1.5000000000000004,0.2659574468085107,0.07692307692307693,0.3333333333333335,0.37333333333333335,0.6,400.0
Butter,Milk,0.32,0.26,0.25,0.78125,3.004807692307692,1.0,0.1668,3.382857142857143,0.9811764705882354,0.7575757575757575,0.7043918918918919,0.8713942307692307,0.5,390.62
Butter,Milk,0.32,0.32,0.25,0.78125,2.44140625,1.0,0.1476,3.108571428571428,0.8682352941176472,0.641025641025641,0.6783088235294118,0.78125,0.5,390.62
Beer,Diapers,0.24,0.04,0.02,0.08333333333333334,2.0833333333333335,1.0,0.010400000000000001,1.0472727272727274,0.6842105263157896,0.07692307692307694,0.0451388888888889,0.2916666666666667,4.5,375.0
Butter,Milk,0.04,0.32,0.03,0.75,2.34375,1.0,0.0172,2.7199999999999998,0.5972222222222222,0.09090909090909091,0.6323529411764707,0.421875,0.5,375.0
Chips,Bread,0.08,0.5,0.05,0.625,1.25,1.0,0.010000000000000002,1.3333333333333333,0.2173913043478261,0.09433962264150945,0.25,0.3625,0.6,375.0
Beer,Diapers,0.24,0.02,0.02,0.08333333333333334,4.166666666666667,1.0,0.015200000000000002,1.069090909090909,1.0000000000000002,0.08333333333333333,0.06462585034013606,0.5416666666666666,4.5,375.0
Beer,Diapers,0.24,0.03,0.02,0.08333333333333334,2.777777777777778,1.0,0.0128,1.0581818181818181,0.8421052631578948,0.08,0.05498281786941582,0.37500000000000006,4.5,375.0
Butter,Milk,0.04,0.32,0.03,0.75,2.34375,1.0,0.0172,2.7199999999999998,0.5972222222222222,0.09090909090909091,0.6323529411764707,0.421875,0.5,375.0
Wine,Diapers,0.49,0.04,0.04,0.0816326530612245,2.0408163265306123,1.0,0.0204,1.0453333333333332,1.0,0.08163265306122448,0.04336734693877552,0.5408163265306123,4.5,367.35
Butter,Eggs,0.32,0.2,0.13,0.40625,2.03125,1.0,0.066,1.3473684210526315,0.7466063348416291,0.3333333333333333,0.25781249999999994,0.528125,0.9,365.63
Bread,Butter,0.5,0.32,0.26,0.52,1.625,1.0,0.1,1.4166666666666665,0.7692307692307693,0.46428571428571425,0.2941176470588236,0.66625,0.7,364.0
Butter,Eggs,0.05,0.2,0.02,0.39999999999999997,1.9999999999999998,1.0,0.009999999999999998,1.3333333333333333,0.5263157894736842,0.08695652173913043,0.24999999999999994,0.24999999999999997,0.9,360.0
Butter,Eggs,0.05,0.2,0.02,0.39999999999999997,1.9999999999999998,1.0,0.009999999999999998,1.3333333333333333,0.5263157894736842,0.08695652173913043,0.24999999999999994,0.24999999999999997,0.9,360.0
Chips,Bread,0.05,0.5,0.03,0.6,1.2,1.0,0.0049999999999999975,1.25,0.175438596491228,0.05769230769230769,0.19999999999999996,0.32999999999999996,0.6,360.0
Milk,Butter,0.06,0.32,0.03,0.5,1.5625,1.0,0.0108,1.3599999999999999,0.3829787234042554,0.08571428571428572,0.2647058823529412,0.296875,0.7,350.0
Milk,Butter,0.06,0.26,0.03,0.5,1.923076923076923,1.0,0.0144,1.48,0.5106382978723405,0.10344827586206895,0.32432432432432434,0.3076923076923077,0.7,350.0
Milk,Butter,0.06,0.32,0.03,0.5,1.5625,1.0,0.0108,1.3599999999999999,0.3829787234042554,0.08571428571428572,0.2647058823529412,0.296875,0.7,350.0
Milk,Butter,0.06,0.26,0.03,0.5,1.923076923076923,1.0,0.0144,1.48,0.5106382978723405,0.10344827586206895,0.32432432432432434,0.3076923076923077,0.7,350.0
Chips,Eggs,0.08,0.2,0.03,0.375,1.875,1.0,0.013999999999999999,1.28,0.5072463768115941,0.12,0.21874999999999997,0.2625,0.9,337.5
Milk,Eggs,0.32,0.13,0.12,0.375,2.8846153846153846,1.0,0.0784,1.392,0.9607843137254902,0.3636363636363636,0.28160919540229884,0.6490384615384615,0.9,337.5
Milk,Eggs,0.32,0.2,0.12,0.375,1.875,1.0,0.055999999999999994,1.28,0.6862745098039216,0.3,0.21874999999999997,0.4875,0.9,337.5
Chips,Eggs,0.08,0.15,0.03,0.375,2.5,1.0,0.018,1.3599999999999999,0.6521739130434783,0.15,0.2647058823529412,0.2875,0.9,337.5
Chips,Eggs,0.08,0.13,0.03,0.375,2.8846153846153846,1.0,0.0196,1.392,0.7101449275362318,0.16666666666666663,0.28160919540229884,0.30288461538461536,0.9,337.5
Milk,Eggs,0.32,0.12,0.12,0.375,3.125,1.0,0.0816,1.408,1.0000000000000002,0.375,0.2897727272727273,0.6875,0.9,337.5
Milk,Eggs,0.32,0.15,0.12,0.375,2.5,1.0,0.072,1.3599999999999999,0.8823529411764706,0.34285714285714286,0.2647058823529412,0.5875,0.9,337.5
Butter,Eggs,0.32,0.15,0.12,0.375,2.5,1.0,0.072,1.3599999999999999,0.8823529411764706,0.34285714285714286,0.2647058823529412,0.5875,0.9,337.5
Chips,Eggs,0.08,0.12,0.03,0.375,3.125,1.0,0.0204,1.408,0.7391304347826088,0.1764705882352941,0.2897727272727273,0.3125,0.9,337.5
Diapers,Beer,0.33,0.05,0.05,0.15151515151515152,3.0303030303030303,1.0,0.0335,1.1196428571428572,1.0000000000000002,0.15151515151515152,0.10685805422647529,0.5757575757575758,2.0,303.03
Chips,Milk,0.05,0.32,0.03,0.6,1.875,1.0,0.013999999999999999,1.6999999999999997,0.49122807017543857,0.08823529411764706,0.4117647058823529,0.346875,0.5,300.0
Butter,Milk,0.05,0.32,0.03,0.6,1.875,1.0,0.013999999999999999,1.6999999999999997,0.49122807017543857,0.08823529411764706,0.4117647058823529,0.346875,0.5,300.0
Chips,Milk,0.05,0.25,0.03,0.6,2.4,1.0,0.017499999999999998,1.875,0.6140350877192983,0.1111111111111111,0.4666666666666666,0.36,0.5,300.0
Butter,Milk,0.05,0.32,0.03,0.6,1.875,1.0,0.013999999999999999,1.6999999999999997,0.49122807017543857,0.08823529411764706,0.4117647058823529,0.346875,0.5,300.0
Butter,Milk,0.05,0.26,0.03,0.6,2.3076923076923075,1.0,0.016999999999999998,1.8499999999999999,0.5964912280701754,0.10714285714285712,0.45945945945945943,0.3576923076923077,0.5,300.0
Eggs,Milk,0.2,0.25,0.12,0.6,2.4,1.0,0.06999999999999999,1.875,0.7291666666666666,0.3636363636363636,0.4666666666666666,0.54,0.5,300.0
Eggs,Milk,0.2,0.26,0.12,0.6,2.3076923076923075,1.0,0.06799999999999999,1.8499999999999999,0.7083333333333333,0.3529411764705882,0.45945945945945943,0.5307692307692308,0.5,300.0
Eggs,Milk,0.2,0.32,0.12,0.6,1.875,1.0,0.055999999999999994,1.6999999999999997,0.5833333333333333,0.3,0.4117647058823529,0.4875,0.5,300.0
Chips,Milk,0.05,0.12,0.03,0.6,5.0,1.0,0.024,2.1999999999999997,0.8421052631578948,0.2142857142857143,0.5454545454545454,0.425,0.5,300.0
Chips,Milk,0.05,0.12,0.03,0.6,5.0,1.0,0.024,2.1999999999999997,0.8421052631578948,0.2142857142857143,0.5454545454545454,0.425,0.5,300.0
Butter,Milk,0.05,0.26,0.03,0.6,2.3076923076923075,1.0,0.016999999999999998,1.8499999999999999,0.5964912280701754,0.10714285714285712,0.45945945945945943,0.3576923076923077,0.5,300.0
Eggs,Milk,0.2,0.25,0.12,0.6,2.4,1.0,0.06999999999999999,1.875,0.7291666666666666,0.3636363636363636,0.4666666666666666,0.54,0.5,300.0
Cheese,Bread,0.45,0.24,0.22,0.4888888888888889,2.037037037037037,1.0,0.112,1.4869565217391305,0.9256198347107437,0.46808510638297873,0.32748538011695905,0.7027777777777778,0.6,293.33
Diapers,Baby Wipes,0.21,0.06,0.05,0.2380952380952381,3.968253968253969,1.0,0.0374,1.23375,0.9468354430379746,0.22727272727272727,0.18946301925025333,0.5357142857142857,1.2,285.71
Baby Wipes,Beer,0.36,0.05,0.05,0.1388888888888889,2.7777777777777777,1.0,0.032,1.1032258064516127,1.0,0.1388888888888889,0.09356725146198831,0.5694444444444444,2.0,277.78
Diapers,Beer,0.37,0.05,0.05,0.13513513513513514,2.7027027027027026,1.0,0.0315,1.0984375,1.0,0.13513513513513514,0.08961593172119489,0.5675675675675675,2.0,270.27
Bread,Eggs,0.5,0.2,0.15,0.3,1.4999999999999998,1.0,0.04999999999999999,1.142857142857143,0.6666666666666665,0.27272727272727276,0.12499999999999997,0.5249999999999999,0.9,270.0
Wine,Bread,0.49,0.24,0.22,0.4489795918367347,1.870748299319728,1.0,0.1024,1.3792592592592594,0.9126559714795008,0.43137254901960786,0.2749731471535983,0.6828231292517007,0.6,269.39
Chips,Butter,0.08,0.26,0.03,0.375,1.4423076923076923,1.0,0.009199999999999996,1.184,0.3333333333333332,0.09677419354838708,0.1554054054054054,0.24519230769230768,0.7,262.5
Bread,Milk,0.5,0.32,0.26,0.52,1.625,1.0,0.1,1.4166666666666665,0.7692307692307693,0.46428571428571425,0.2941176470588236,0.66625,0.5,260.0
Eggs,Bread,0.07,0.24,0.03,0.4285714285714285,1.7857142857142854,1.0,0.013199999999999996,1.3299999999999998,0.4731182795698924,0.10714285714285712,0.2481203007518796,0.27678571428571425,0.6,257.14
Eggs,Bread,0.07,0.24,0.03,0.4285714285714285,1.7857142857142854,1.0,0.013199999999999996,1.3299999999999998,0.4731182795698924,0.10714285714285712,0.2481203007518796,0.27678571428571425,0.6,257.14
Bread,Milk,0.5,0.25,0.25,0.5,2.0,1.0,0.125,1.5,1.0,0.5,0.3333333333333333,0.75,0.5,250.0
Baby Wipes,Diapers,0.36,0.02,0.02,0.05555555555555556,2.777777777777778,1.0,0.0128,1.0376470588235294,1.0,0.05555555555555556,0.036281179138322,0.5277777777777778,4.5,250.0
Baby Wipes,Diapers,0.36,0.02,0.02,0.05555555555555556,2.777777777777778,1.0,0.0128,1.0376470588235294,1.0,0.05555555555555556,0.036281179138322,0.5277777777777778,4.5,250.0
Baby Wipes,Diapers,0.36,0.03,0.02,0.05555555555555556,1.851851851851852,1.0,0.009200000000000002,1.0270588235294118,0.7187500000000001,0.05405405405405406,0.026345933562428415,0.36111111111111116,4.5,250.0
Beer,Baby Wipes,0.24,0.06,0.05,0.20833333333333334,3.4722222222222223,1.0,0.03560000000000001,1.1873684210526316,0.9368421052631579,0.2,0.15780141843971635,0.5208333333333334,1.2,250.0
Baby Wipes,Diapers,0.36,0.02,0.02,0.05555555555555556,2.777777777777778,1.0,0.0128,1.0376470588235294,1.0,0.05555555555555556,0.036281179138322,0.5277777777777778,4.5,250.0
Diapers,Beer,0.33,0.05,0.04,0.12121212121212122,2.4242424242424243,1.0,0.0235,1.0810344827586207,0.8768656716417911,0.11764705882352941,0.07496012759170655,0.4606060606060606,2.0,242.42
Butter,Bread,0.05,0.24,0.02,0.39999999999999997,1.6666666666666665,1.0,0.008,1.2666666666666664,0.4210526315789474,0.07407407407407408,0.21052631578947364,0.24166666666666664,0.6,240.0
Chips,Bread,0.05,0.24,0.02,0.39999999999999997,1.6666666666666665,1.0,0.008,1.2666666666666664,0.4210526315789474,0.07407407407407408,0.21052631578947364,0.24166666666666664,0.6,240.0
Butter,Bread,0.05,0.24,0.02,0.39999999999999997,1.6666666666666665,1.0,0.008,1.2666666666666664,0.4210526315789474,0.07407407407407408,0.21052631578947364,0.24166666666666664,0.6,240.0
Butter,Milk,0.26,0.12,0.12,0.4615384615384615,3.8461538461538463,1.0,0.08879999999999999,1.6342857142857141,1.0,0.4615384615384615,0.38811188811188807,0.7307692307692307,0.5,230.77
Diapers,Baby Wipes,0.21,0.05,0.04,0.1904761904761905,3.8095238095238098,1.0,0.0295,1.1735294117647057,0.9335443037974682,0.18181818181818182,0.14786967418546368,0.4952380952380952,1.2,228.57
Chips,Bread,0.08,0.24,0.03,0.375,1.5625,1.0,0.0108,1.216,0.391304347826087,0.10344827586206895,0.17763157894736842,0.25,0.6,225.0
Chips,Bread,0.08,0.12,0.03,0.375,3.125,1.0,0.0204,1.408,0.7391304347826088,0.1764705882352941,0.2897727272727273,0.3125,0.6,225.0
Baby Wipes,Beer,0.36,0.05,0.04,0.11111111111111112,2.2222222222222223,1.0,0.022000000000000002,1.06875,0.859375,0.10810810810810811,0.06432748538011697,0.45555555555555555,2.0,222.22
Diapers,Beer,0.37,0.05,0.04,0.10810810810810811,2.1621621621621623,1.0,0.021500000000000002,1.0651515151515152,0.8531746031746033,0.10526315789473684,0.061166429587482224,0.454054054054054,2.0,216.22
Bread,Eggs,0.5,0.13,0.12,0.24,1.846153846153846,1.0,0.05499999999999999,1.144736842105263,0.9166666666666666,0.23529411764705882,0.1264367816091954,0.5815384615384616,0.9,216.0
Diapers,Chips,0.08,0.08,0.02,0.25,3.125,1.0,0.013600000000000001,1.2266666666666668,0.7391304347826088,0.14285714285714285,0.18478260869565216,0.25,0.8,200.0
Milk,Chips,0.12,0.08,0.03,0.25,3.125,1.0,0.0204,1.2266666666666668,0.7727272727272728,0.1764705882352941,0.18478260869565216,0.3125,0.8,200.0
Milk,Chips,0.12,0.03,0.03,0.25,8.333333333333334,1.0,0.0264,1.2933333333333332,1.0,0.25,0.2268041237113402,0.625,0.8,200.0
Beer,Baby Wipes,0.24,0.05,0.04,0.16666666666666669,3.3333333333333335,1.0,0.028,1.1400000000000001,0.9210526315789473,0.16000000000000003,0.12280701754385967,0.4833333333333333,1.2,200.0
Eggs,Chips,0.12,0.08,0.03,0.25,3.125,1.0,0.0204,1.2266666666666668,0.7727272727272728,0.1764705882352941,0.18478260869565216,0.3125,0.8,200.0
Milk,Chips,0.12,0.08,0.03,0.25,3.125,1.0,0.0204,1.2266666666666668,0.7727272727272728,0.1764705882352941,0.18478260869565216,0.3125,0.8,200.0
Milk,Chips,0.12,0.05,0.03,0.25,5.0,1.0,0.024,1.2666666666666666,0.9090909090909091,0.2142857142857143,0.2105263157894737,0.425,0.8,200.0
Milk,Chips,0.12,0.03,0.03,0.25,8.333333333333334,1.0,0.0264,1.2933333333333332,1.0,0.25,0.2268041237113402,0.625,0.8,200.0
Bread,Chips,0.12,0.08,0.03,0.25,3.125,1.0,0.0204,1.2266666666666668,0.7727272727272728,0.1764705882352941,0.18478260869565216,0.3125,0.8,200.0
Milk,Chips,0.12,0.08,0.03,0.25,3.125,1.0,0.0204,1.2266666666666668,0.7727272727272728,0.1764705882352941,0.18478260869565216,0.3125,0.8,200.0
Milk,Chips,0.12,0.05,0.03,0.25,5.0,1.0,0.024,1.2666666666666666,0.9090909090909091,0.2142857142857143,0.2105263157894737,0.425,0.8,200.0
Milk,Bread,0.06,0.24,0.02,0.33333333333333337,1.388888888888889,1.0,0.005600000000000001,1.1400000000000001,0.29787234042553196,0.07142857142857144,0.12280701754385971,0.20833333333333337,0.6,200.0
Milk,Bread,0.06,0.24,0.02,0.33333333333333337,1.388888888888889,1.0,0.005600000000000001,1.1400000000000001,0.29787234042553196,0.07142857142857144,0.12280701754385971,0.20833333333333337,0.6,200.0
Chips,Milk,0.08,0.12,0.03,0.375,3.125,1.0,0.0204,1.408,0.7391304347826088,0.1764705882352941,0.2897727272727273,0.3125,0.5,187.5
Chips,Milk,0.08,0.25,0.03,0.375,1.5,1.0,0.009999999999999998,1.2,0.3623188405797101,0.09999999999999998,0.16666666666666666,0.2475,0.5,187.5
Chips,Milk,0.08,0.12,0.03,0.375,3.125,1.0,0.0204,1.408,0.7391304347826088,0.1764705882352941,0.2897727272727273,0.3125,0.5,187.5
Butter,Milk,0.32,0.12,0.12,0.375,3.125,1.0,0.0816,1.408,1.0000000000000002,0.375,0.2897727272727273,0.6875,0.5,187.5
